	time	current	center_wavelength
0	2019-12-12 16:13:03.759	129.9469	1558.1133
1	2019-12-12 16:13:04.273	129.9469	1558.3114
2	2019-12-12 16:13:04.790	129.9469	1557.9966
3	2019-12-12 16:13:05.303	129.9469	1558.6002
4	2019-12-12 16:13:05.821	129.9469	1558.6128
5	2019-12-12 16:13:06.336	129.9469	1558.5984
6	2019-12-12 16:13:06.850	129.9469	1558.4601
7	2019-12-12 16:13:07.367	129.9469	1558.5784
8	2019-12-12 16:13:07.883	129.9469	1558.5613
9	2019-12-12 16:13:08.399	129.9469	1558.3125
10	2019-12-12 16:13:08.915	130.2842	1558.2416
11	2019-12-12 16:13:09.429	130.2842	1558.0134
12	2019-12-12 16:13:09.948	130.2842	1557.9506
13	2019-12-12 16:13:10.459	130.2842	1558.4034
14	2019-12-12 16:13:10.977	139.9693	1558.0067
15	2019-12-12 16:13:11.493	139.9693	1557.891
16	2019-12-12 16:13:12.008	139.9693	1558.2323
17	2019-12-12 16:13:12.525	139.9693	1557.757
18	2019-12-12 16:13:13.041	144.9324	1558.3348
19	2019-12-12 16:13:13.572	144.9324	1558.3022
20	2019-12-12 16:13:14.089	144.9324	1558.6257
21	2019-12-12 16:13:14.617	144.9324	1558.8527
22	2019-12-12 16:13:15.134	149.9436	1558.9131
23	2019-12-12 16:13:15.649	149.9436	1558.4262
24	2019-12-12 16:13:16.166	149.9436	1558.1174
25	2019-12-12 16:13:16.683	149.9436	1557.9957
26	2019-12-12 16:13:17.199	149.9436	1558.039
27	2019-12-12 16:13:17.712	153.702	1557.9128
28	2019-12-12 16:13:18.228	153.702	1558.2226
29	2019-12-12 16:13:18.742	153.702	1557.9925
30	2019-12-12 16:13:19.257	153.702	1558.0187
31	2019-12-12 16:13:19.776	159.966	1557.9727
32	2019-12-12 16:13:20.305	159.966	1557.8819
33	2019-12-12 16:13:20.823	159.966	1557.9017
34	2019-12-12 16:13:21.336	159.966	1557.8783
