	time	current	center_wavelength
0	2019-12-09 12:38:24.945	129.9469	1558.5107
1	2019-12-09 12:38:25.461	129.9469	1558.5123
2	2019-12-09 12:38:25.978	129.9469	1558.5107
3	2019-12-09 12:38:26.493	129.9469	1558.5097
4	2019-12-09 12:38:27.008	129.9469	1558.5144
5	2019-12-09 12:38:27.526	129.9469	1558.5117
6	2019-12-09 12:38:28.041	129.9469	1558.5161
7	2019-12-09 12:38:28.553	129.9469	1558.5143
8	2019-12-09 12:38:29.073	129.9469	1558.6145
9	2019-12-09 12:38:29.587	129.9469	1558.6126
10	2019-12-09 12:38:30.102	134.9581	1558.6136
11	2019-12-09 12:38:30.617	134.9581	1558.6125
12	2019-12-09 12:38:31.134	134.9581	1558.7263
13	2019-12-09 12:38:31.650	134.9581	1558.7258
14	2019-12-09 12:38:32.167	139.9211	1558.724
15	2019-12-09 12:38:32.696	139.9211	1558.7198
16	2019-12-09 12:38:33.209	139.9211	1558.8356
17	2019-12-09 12:38:33.727	139.9211	1558.8405
18	2019-12-09 12:38:34.242	140.1621	1558.8398
19	2019-12-09 12:38:34.759	140.1621	1558.8394
20	2019-12-09 12:38:35.272	140.1621	1558.9638
21	2019-12-09 12:38:35.793	140.1621	1558.9657
22	2019-12-09 12:38:36.309	147.438	1558.9636
23	2019-12-09 12:38:36.837	147.438	1558.9575
24	2019-12-09 12:38:37.352	147.438	1558.9559
25	2019-12-09 12:38:37.869	147.438	1559.0872
26	2019-12-09 12:38:38.383	149.9918	1559.0807
27	2019-12-09 12:38:38.900	149.9918	1559.0898
28	2019-12-09 12:38:39.417	149.9918	1559.0797
29	2019-12-09 12:38:39.933	149.9918	1559.205
30	2019-12-09 12:38:40.448	159.9178	1559.2005
31	2019-12-09 12:38:40.960	159.9178	1559.2012
32	2019-12-09 12:38:41.476	159.9178	1559.2043
33	2019-12-09 12:38:41.997	159.9178	1559.3319
34	2019-12-09 12:38:42.509	164.929	1559.3352
35	2019-12-09 12:38:43.027	164.929	1559.3317
36	2019-12-09 12:38:43.540	164.929	1559.3317
