Pump current	Output power
130	654
135	734
140	814
145	892
150	971
155	1049
160	1127
165	1204
170	1289
175	1368
180	1360
185	1450
190	1530
195	1611
200	1690
205	1770
210	1850
215	1930
220	2012
225	2163
230	2242
235	2319
240	2399
245	2485
250	2564
255	2645
260	2730
265	2805
270	2880
275	2962
280	3040
285	3117
290	3194
295	3274
300	3350
305	3425
310	3500
315	3574
320	3674
325	3750
330	3829
335	3905
340	3977
345	4052
350	4136
355	4215
360	4291
