Pump current	Output power
130	588
135	661
140	733
145	805
150	878
155	950
160	1021
165	1092
170	1162
175	1237
180	1313
185	1388
190	1459
195	1532
200	1604
205	1675
210	1748
215	1817
220	1895
225	1966
230	2037
235	2109
240	2172
245	2242
250	2326
255	2406
260	2473
265	2544
270	2617
275	2690
280	2760
285	2825
290	2900
295	2971
300	3040
305	3105
310	3181
315	3255
320	3324
325	3393
330	3463
335	3546
340	3610
345	3685
350	3752
355	3830
360	3898
