	time	current	center_wavelength
0	2019-12-06 13:30:18.161	129.9469	1558.5296
1	2019-12-06 13:30:18.680	129.9469	1558.5313
2	2019-12-06 13:30:19.204	129.9469	1558.5289
3	2019-12-06 13:30:19.723	129.9469	1558.5311
4	2019-12-06 13:30:20.241	129.9469	1558.5279
5	2019-12-06 13:30:20.759	129.9469	1558.5301
6	2019-12-06 13:30:21.290	129.9469	1558.5337
7	2019-12-06 13:30:21.820	129.9469	1558.5301
8	2019-12-06 13:30:22.351	129.9469	1558.5278
9	2019-12-06 13:30:22.868	129.9469	1558.5349
10	2019-12-06 13:30:23.396	129.9469	1558.5324
11	2019-12-06 13:30:23.911	129.9469	1558.5314
12	2019-12-06 13:30:24.430	129.9469	1558.6617
13	2019-12-06 13:30:24.959	134.9581	1558.6614
14	2019-12-06 13:30:25.474	134.9581	1558.6619
15	2019-12-06 13:30:25.994	134.9581	1558.6622
16	2019-12-06 13:30:26.523	134.9581	1558.7872
17	2019-12-06 13:30:27.053	139.9693	1558.7906
18	2019-12-06 13:30:27.574	139.9693	1558.7925
19	2019-12-06 13:30:28.100	139.9693	1558.789
20	2019-12-06 13:30:28.616	139.9693	1558.9288
21	2019-12-06 13:30:29.134	144.9324	1558.9267
22	2019-12-06 13:30:29.664	144.9324	1558.9226
23	2019-12-06 13:30:30.191	144.9324	1558.9214
24	2019-12-06 13:30:30.711	144.9324	1559.0631
25	2019-12-06 13:30:31.239	144.9324	1559.0656
26	2019-12-06 13:30:31.756	149.9436	1559.0628
27	2019-12-06 13:30:32.273	149.9436	1559.0637
28	2019-12-06 13:30:32.804	149.9436	1559.2071
29	2019-12-06 13:30:33.332	149.9436	1559.213
30	2019-12-06 13:30:33.852	154.9548	1559.2141
31	2019-12-06 13:30:34.381	154.9548	1559.209
32	2019-12-06 13:30:34.898	154.9548	1559.3577
33	2019-12-06 13:30:35.416	154.9548	1559.3568
34	2019-12-06 13:30:35.943	159.966	1559.3566
35	2019-12-06 13:30:36.462	159.966	1559.3529
36	2019-12-06 13:30:36.989	159.966	1559.5114
37	2019-12-06 13:30:37.506	159.966	1559.512
38	2019-12-06 13:30:38.021	164.9772	1559.51
39	2019-12-06 13:30:38.540	164.9772	1559.5064
40	2019-12-06 13:30:39.071	164.9772	1559.6724
41	2019-12-06 13:30:39.599	164.9772	1558.5682
42	2019-12-06 13:30:40.119	165.1699	1558.5729
