Pump current	Output power
130	670
135	755
140	834
145	919
150	999
155	1081
160	1163
165	1249
170	1330
175	1409
180	1499
185	1580
190	1660
195	1742
200	1825
205	1914
210	1997
215	2076
220	2162
225	2236
230	2327
235	2408
240	2486
245	2562
250	2659
255	2734
260	2813
265	2895
270	2979
275	3060
280	3147
285	3233
290	3315
295	3396
300	3474
305	3548
310	3628
315	3707
320	3788
325	3885
330	3969
335	4049
340	4123
345	4207
350	4289
355	4366
360	4432
