	time	current	center_wavelength
0	2019-12-12 15:14:33.963	129.9469	1558.4757
1	2019-12-12 15:14:34.479	129.9469	1558.4758
2	2019-12-12 15:14:34.994	129.9469	1558.4744
3	2019-12-12 15:14:35.509	129.9469	1558.474
4	2019-12-12 15:14:36.026	129.9469	1558.4693
5	2019-12-12 15:14:36.542	129.9469	1558.4709
6	2019-12-12 15:14:37.061	129.9469	1558.469
7	2019-12-12 15:14:37.573	129.9469	1558.4667
8	2019-12-12 15:14:38.088	129.9469	1558.4587
9	2019-12-12 15:14:38.602	129.9469	1558.4581
10	2019-12-12 15:14:39.120	129.9469	1558.4618
11	2019-12-12 15:14:39.634	129.9469	1558.4638
12	2019-12-12 15:14:40.151	129.9469	1558.4643
13	2019-12-12 15:14:40.665	129.9469	1558.4622
14	2019-12-12 15:14:41.182	129.9469	1558.5067
15	2019-12-12 15:14:41.698	129.9469	1558.4905
16	2019-12-12 15:14:42.215	134.9581	1558.4877
17	2019-12-12 15:14:42.728	134.9581	1558.488
18	2019-12-12 15:14:43.248	134.9581	1558.5698
19	2019-12-12 15:14:43.763	134.9581	1558.6151
20	2019-12-12 15:14:44.275	139.9693	1558.5639
21	2019-12-12 15:14:44.795	139.9693	1558.5941
22	2019-12-12 15:14:45.312	139.9693	1558.5014
23	2019-12-12 15:14:45.838	139.9693	1558.5613
24	2019-12-12 15:14:46.355	144.9324	1558.5746
25	2019-12-12 15:14:46.873	144.9324	1558.521
26	2019-12-12 15:14:47.386	144.9324	1558.2937
27	2019-12-12 15:14:47.903	144.9324	1557.9192
28	2019-12-12 15:14:48.419	147.3898	1558.7117
29	2019-12-12 15:14:48.935	147.3898	1558.7199
30	2019-12-12 15:14:49.451	147.3898	1558.5685
31	2019-12-12 15:14:49.979	147.3898	1558.94
32	2019-12-12 15:14:50.511	154.9548	1558.312
33	2019-12-12 15:14:51.028	154.9548	1558.6513
34	2019-12-12 15:14:51.546	154.9548	1558.1392
35	2019-12-12 15:14:52.073	154.9548	1558.5704
36	2019-12-12 15:14:52.589	159.966	1558.902
37	2019-12-12 15:14:53.106	159.966	1558.5928
38	2019-12-12 15:14:53.637	159.966	1558.4066
39	2019-12-12 15:14:54.151	159.966	1558.2846
40	2019-12-12 15:14:54.667	160.2551	1558.4526
41	2019-12-12 15:14:55.182	160.2551	1558.4529
42	2019-12-12 15:14:55.697	160.2551	1558.4736
43	2019-12-12 15:14:56.216	160.2551	1558.4705
44	2019-12-12 15:14:56.730	169.9402	1558.4704
45	2019-12-12 15:14:57.245	169.9402	1558.4683
46	2019-12-12 15:14:57.758	169.9402	1558.4653
47	2019-12-12 15:14:58.276	169.9402	1558.4703
48	2019-12-12 15:14:58.791	174.9514	1558.4767
49	2019-12-12 15:14:59.309	174.9514	1558.485
50	2019-12-12 15:14:59.824	174.9514	1558.4916
51	2019-12-12 15:15:00.337	174.9514	1558.4895
52	2019-12-12 15:15:00.853	179.9626	1558.4894
53	2019-12-12 15:15:01.370	179.9626	1558.4953
54	2019-12-12 15:15:01.885	179.9626	1558.482
55	2019-12-12 15:15:02.404	179.9626	1558.2747
56	2019-12-12 15:15:02.920	179.9626	1558.4801
57	2019-12-12 15:15:03.433	184.9257	1559.1727
58	2019-12-12 15:15:03.948	184.9257	1558.5037
59	2019-12-12 15:15:04.465	184.9257	1558.4155
