Pump current	Output power
130	670
135	754
140	832
145	866
150	849
155	967
160	905
165	1040
170	1329
175	1414
180	1494
185	1579
190	1660
195	1744
200	1819
205	1906
210	1986
215	2069
220	2157
225	2233
230	2318
235	2396
240	2487
245	2567
250	2649
255	2735
260	2814
265	2898
270	2974
275	3061
280	3143
285	3226
290	3299
295	3403
300	3370
305	3570
310	3640
315	3726
320	3810
325	3894
330	3986
335	4069
340	4152
345	4219
350	4303
355	4388
360	4465
