Pump current	Output power
130	658
135	740
140	822
145	903
150	875
155	909
160	957
165	980
170	1040
175	1430
180	1471
185	1553
190	1635
195	1718
200	1799
205	1882
210	1962
215	2043
220	2125
225	2206
230	2287
235	2370
240	2459
245	2531
250	2613
255	2702
260	2785
265	2860
270	2947
275	3043
280	3100
285	3180
290	3267
295	3346
300	3421
305	3503
310	3582
315	3662
320	3752
325	3823
330	3903
335	3980
340	4058
345	4140
350	4218
355	4300
360	4378
