	time	current	center_wavelength
0	2019-12-11 14:54:48.164	129.9469	1558.4398
1	2019-12-11 14:54:48.679	129.9469	1558.4393
2	2019-12-11 14:54:49.197	129.9469	1558.439
3	2019-12-11 14:54:49.711	129.9469	1558.4402
4	2019-12-11 14:54:50.227	129.9469	1558.4415
5	2019-12-11 14:54:50.742	129.9469	1558.4403
6	2019-12-11 14:54:51.259	129.9469	1558.4399
7	2019-12-11 14:54:51.774	129.9469	1558.4443
8	2019-12-11 14:54:52.290	129.9469	1558.4404
9	2019-12-11 14:54:52.807	129.9469	1558.4396
10	2019-12-11 14:54:53.323	129.9469	1558.4451
11	2019-12-11 14:54:53.838	129.9469	1558.503
12	2019-12-11 14:54:54.353	129.9469	1558.5056
13	2019-12-11 14:54:54.869	134.9581	1558.501
14	2019-12-11 14:54:55.384	134.9581	1558.509
15	2019-12-11 14:54:55.901	134.9581	1558.6972
16	2019-12-11 14:54:56.417	134.9581	1558.5649
17	2019-12-11 14:54:56.931	139.9693	1558.5649
18	2019-12-11 14:54:57.447	139.9693	1558.5676
19	2019-12-11 14:54:57.963	139.9693	1558.5658
20	2019-12-11 14:54:58.477	139.9693	1558.7559
21	2019-12-11 14:54:58.993	144.9324	1558.6769
22	2019-12-11 14:54:59.509	144.9324	1558.3811
23	2019-12-11 14:55:00.024	144.9324	1558.5662
24	2019-12-11 14:55:00.540	144.9324	1558.3783
25	2019-12-11 14:55:01.058	149.9436	1558.5017
26	2019-12-11 14:55:01.573	149.9436	1558.5873
27	2019-12-11 14:55:02.087	149.9436	1558.641
28	2019-12-11 14:55:02.607	149.9436	1558.607
29	2019-12-11 14:55:03.136	149.9436	1558.5836
30	2019-12-11 14:55:03.650	154.9548	1558.661
31	2019-12-11 14:55:04.166	154.9548	1558.7061
32	2019-12-11 14:55:04.683	154.9548	1558.6274
33	2019-12-11 14:55:05.197	154.9548	1558.6272
34	2019-12-11 14:55:05.713	159.966	1558.8916
35	2019-12-11 14:55:06.226	159.966	1558.8556
36	2019-12-11 14:55:06.744	159.966	1558.4411
37	2019-12-11 14:55:07.259	159.966	1558.1639
38	2019-12-11 14:55:07.776	164.9772	1558.6268
39	2019-12-11 14:55:08.291	164.9772	1558.4978
40	2019-12-11 14:55:08.806	164.9772	1558.7217
41	2019-12-11 14:55:09.324	164.9772	1558.6132
42	2019-12-11 14:55:09.854	169.9402	1558.8926
43	2019-12-11 14:55:10.368	169.9402	1558.6734
44	2019-12-11 14:55:10.884	169.9402	1558.6522
45	2019-12-11 14:55:11.401	169.9402	1558.7169
46	2019-12-11 14:55:11.916	174.9514	1558.6945
47	2019-12-11 14:55:12.432	174.9514	1558.7004
48	2019-12-11 14:55:12.949	174.9514	1558.4985
49	2019-12-11 14:55:13.467	174.9514	1558.4996
50	2019-12-11 14:55:13.996	179.9626	1558.4962
51	2019-12-11 14:55:14.510	179.9626	1558.4978
52	2019-12-11 14:55:15.025	179.9626	1558.5326
53	2019-12-11 14:55:15.542	179.9626	1558.5324
54	2019-12-11 14:55:16.056	184.9257	1558.5281
55	2019-12-11 14:55:16.572	184.9257	1558.5297
56	2019-12-11 14:55:17.088	184.9257	1558.5596
57	2019-12-11 14:55:17.603	184.9257	1558.5588
58	2019-12-11 14:55:18.119	189.9369	1558.5599
59	2019-12-11 14:55:18.634	189.9369	1558.5618
60	2019-12-11 14:55:19.151	189.9369	1558.5916
61	2019-12-11 14:55:19.668	189.9369	1558.5925
62	2019-12-11 14:55:20.183	194.9481	1558.5914
63	2019-12-11 14:55:20.698	194.9481	1558.5891
64	2019-12-11 14:55:21.211	194.9481	1558.59
65	2019-12-11 14:55:21.726	194.9481	1558.6268
66	2019-12-11 14:55:22.243	199.9111	1558.6233
67	2019-12-11 14:55:22.759	199.9111	1558.6136
68	2019-12-11 14:55:23.274	199.9111	1558.6233
69	2019-12-11 14:55:23.792	199.9111	1558.6557
70	2019-12-11 14:55:24.307	204.9223	1558.5452
71	2019-12-11 14:55:24.821	204.9223	1559.3686
72	2019-12-11 14:55:25.337	204.9223	1558.438
73	2019-12-11 14:55:25.852	204.9223	1559.4271
74	2019-12-11 14:55:26.369	204.9223	1558.5565
75	2019-12-11 14:55:26.885	209.9335	1558.647
76	2019-12-11 14:55:27.398	209.9335	1558.8137
77	2019-12-11 14:55:27.915	209.9335	1558.2258
78	2019-12-11 14:55:28.433	209.9335	1558.3674
79	2019-12-11 14:55:28.946	214.8966	1558.8193
80	2019-12-11 14:55:29.461	214.8966	1558.7507
81	2019-12-11 14:55:29.979	214.8966	1558.4749
82	2019-12-11 14:55:30.496	214.8966	1558.467
83	2019-12-11 14:55:31.008	219.956	1558.4643
84	2019-12-11 14:55:31.525	219.956	1558.4675
85	2019-12-11 14:55:32.040	219.956	1558.4859
86	2019-12-11 14:55:32.557	219.956	1558.4859
87	2019-12-11 14:55:33.070	224.919	1558.489
88	2019-12-11 14:55:33.588	224.919	1558.4892
89	2019-12-11 14:55:34.104	224.919	1558.5112
90	2019-12-11 14:55:34.620	224.919	1558.5129
91	2019-12-11 14:55:35.135	229.9302	1558.5115
92	2019-12-11 14:55:35.651	229.9302	1558.5153
93	2019-12-11 14:55:36.168	229.9302	1558.5262
94	2019-12-11 14:55:36.683	229.9302	1558.5293
95	2019-12-11 14:55:37.213	234.9414	1558.5299
96	2019-12-11 14:55:37.731	234.9414	1558.5344
97	2019-12-11 14:55:38.246	234.9414	1558.5502
98	2019-12-11 14:55:38.761	234.9414	1558.5566
99	2019-12-11 14:55:39.277	239.9044	1558.5507
100	2019-12-11 14:55:39.795	239.9044	1558.5584
101	2019-12-11 14:55:40.323	239.9044	1558.5742
102	2019-12-11 14:55:40.836	239.9044	1558.5753
103	2019-12-11 14:55:41.354	244.9157	1558.5717
104	2019-12-11 14:55:41.869	244.9157	1558.5749
105	2019-12-11 14:55:42.383	244.9157	1558.5899
106	2019-12-11 14:55:42.901	244.9157	1558.6021
107	2019-12-11 14:55:43.416	249.9269	1558.5984
108	2019-12-11 14:55:43.931	249.9269	1558.592
109	2019-12-11 14:55:44.447	249.9269	1558.5938
110	2019-12-11 14:55:44.964	249.9269	1558.6236
111	2019-12-11 14:55:45.481	250.1196	1558.6174
112	2019-12-11 14:55:45.997	250.1196	1558.6157
113	2019-12-11 14:55:46.508	250.1196	1558.6117
114	2019-12-11 14:55:47.024	250.1196	1557.9307
115	2019-12-11 14:55:47.541	259.9011	1558.8833
116	2019-12-11 14:55:48.056	259.9011	1558.6432
117	2019-12-11 14:55:48.574	259.9011	1558.6364
118	2019-12-11 14:55:49.086	259.9011	1558.8422
119	2019-12-11 14:55:49.603	264.9123	1558.5418
120	2019-12-11 14:55:50.120	264.9123	1558.7913
