	time	current	center_wavelength
0	2019-12-10 16:43:47.330	129.9469	1558.5784
1	2019-12-10 16:43:47.844	129.9469	1558.5822
2	2019-12-10 16:43:48.359	129.9469	1558.5535
3	2019-12-10 16:43:48.876	129.9469	1558.6558
4	2019-12-10 16:43:49.392	129.9469	1558.6638
5	2019-12-10 16:43:49.906	129.9469	1558.582
6	2019-12-10 16:43:50.423	129.9469	1558.5595
7	2019-12-10 16:43:50.936	129.9469	1558.6369
8	2019-12-10 16:43:51.455	129.9469	1558.3677
9	2019-12-10 16:43:51.968	129.9469	1558.3624
10	2019-12-10 16:43:52.483	134.9581	1558.3668
11	2019-12-10 16:43:52.999	134.9581	1558.3636
12	2019-12-10 16:43:53.516	134.9581	1558.4664
13	2019-12-10 16:43:54.032	134.9581	1558.465
14	2019-12-10 16:43:54.547	138.6683	1558.4659
15	2019-12-10 16:43:55.060	138.6683	1558.4619
16	2019-12-10 16:43:55.577	138.6683	1558.4681
17	2019-12-10 16:43:56.094	138.6683	1558.5555
18	2019-12-10 16:43:56.612	143.6796	1558.5487
19	2019-12-10 16:43:57.124	143.6796	1558.5548
20	2019-12-10 16:43:57.639	143.6796	1558.5519
21	2019-12-10 16:43:58.155	143.6796	1558.6502
22	2019-12-10 16:43:58.671	149.9436	1558.64
23	2019-12-10 16:43:59.188	149.9436	1558.6396
24	2019-12-10 16:43:59.702	149.9436	1558.6386
25	2019-12-10 16:44:00.217	149.9436	1558.7426
26	2019-12-10 16:44:00.733	151.2446	1558.7375
27	2019-12-10 16:44:01.249	151.2446	1558.7405
28	2019-12-10 16:44:01.768	151.2446	1558.7458
29	2019-12-10 16:44:02.279	151.2446	1558.8503
30	2019-12-10 16:44:02.799	159.9178	1558.8487
31	2019-12-10 16:44:03.313	159.9178	1558.8475
32	2019-12-10 16:44:03.830	159.9178	1558.8487
33	2019-12-10 16:44:04.343	159.9178	1558.9604
34	2019-12-10 16:44:04.859	159.9178	1558.9628
35	2019-12-10 16:44:05.373	164.929	1558.9544
36	2019-12-10 16:44:05.888	164.929	1558.9535
37	2019-12-10 16:44:06.404	164.929	1559.0596
38	2019-12-10 16:44:06.919	164.929	1559.0578
39	2019-12-10 16:44:07.437	165.9409	1559.0551
40	2019-12-10 16:44:07.954	165.9409	1558.3639
41	2019-12-10 16:44:08.470	165.9409	1558.3144
42	2019-12-10 16:44:08.986	165.9409	1558.192
43	2019-12-10 16:44:09.500	174.9033	1558.8175
44	2019-12-10 16:44:10.018	174.9033	1559.107
45	2019-12-10 16:44:10.531	174.9033	1559.0711
46	2019-12-10 16:44:11.049	174.9033	1558.7059
47	2019-12-10 16:44:11.578	179.9145	1557.9379
48	2019-12-10 16:44:12.096	179.9145	1558.5248
49	2019-12-10 16:44:12.610	179.9145	1558.4161
50	2019-12-10 16:44:13.125	179.9145	1558.4126
51	2019-12-10 16:44:13.638	184.9257	1558.4141
52	2019-12-10 16:44:14.155	184.9257	1558.4183
53	2019-12-10 16:44:14.672	184.9257	1558.4638
54	2019-12-10 16:44:15.188	184.9257	1558.4651
55	2019-12-10 16:44:15.703	189.8887	1558.4679
56	2019-12-10 16:44:16.217	189.8887	1558.469
57	2019-12-10 16:44:16.733	189.8887	1558.512
58	2019-12-10 16:44:17.250	189.8887	1558.5119
59	2019-12-10 16:44:17.764	194.8999	1558.5058
60	2019-12-10 16:44:18.282	194.8999	1558.5025
61	2019-12-10 16:44:18.798	194.8999	1558.502
62	2019-12-10 16:44:19.313	194.8999	1558.5455
63	2019-12-10 16:44:19.828	199.9111	1558.5438
64	2019-12-10 16:44:20.344	199.9111	1558.548
65	2019-12-10 16:44:20.858	199.9111	1558.5451
66	2019-12-10 16:44:21.375	199.9111	1558.6021
67	2019-12-10 16:44:21.890	199.9111	1558.6006
68	2019-12-10 16:44:22.408	204.9223	1558.6032
69	2019-12-10 16:44:22.924	204.9223	1558.6006
70	2019-12-10 16:44:23.437	204.9223	1558.656
71	2019-12-10 16:44:23.950	204.9223	1558.6496
