Pump current	Output power
130	625
135	705
140	744
145	793
150	850
155	900
160	957
165	1030
170	1246
175	1322
180	1400
185	1480
190	1200
195	1389
200	1709
205	1788
210	1866
215	1943
220	2021
225	2100
230	2170
235	2255
240	2337
245	2415
250	2491
255	2562
260	2643
265	2715
270	2797
275	2875
280	2947
285	3032
290	3099
295	3188
300	3271
305	3353
310	3432
315	3510
320	3592
325	3609
330	3740
335	3828
340	3908
345	3985
350	4055
355	4130
360	4204
