Pump current	Output power
130	645
135	725
140	806
145	887
150	971
155	1052
160	1131
165	1212
170	1293
175	
180	
185	1535
190	1617
195	1699
200	1775
205	1860
210	1942
215	2022
220	2100
225	2183
230	2263
235	2342
240	2420
245	2496
250	2580
255	2664
260	2739
265	2819
270	2899
275	2980
280	3065
285	3146
290	3226
295	3302
300	3378
305	3456
310	3539
315	3614
320	3693
325	3778
330	3858
335	3934
340	4011
345	4090
350	4170
355	4252
360	4327
