	time	current	center_wavelength
0	2019-12-06 22:00:39.636	129.9469	1558.4992
1	2019-12-06 22:00:40.163	129.9469	1558.5005
2	2019-12-06 22:00:40.682	129.9469	1558.5054
3	2019-12-06 22:00:41.197	129.9469	1558.4993
4	2019-12-06 22:00:41.711	129.9469	1558.4984
5	2019-12-06 22:00:42.229	129.9469	1558.4971
6	2019-12-06 22:00:42.743	129.9469	1558.4997
7	2019-12-06 22:00:43.260	129.9469	1558.5035
8	2019-12-06 22:00:43.776	129.9469	1558.5049
9	2019-12-06 22:00:44.289	129.9469	1558.5097
10	2019-12-06 22:00:44.807	129.9469	1558.5926
11	2019-12-06 22:00:45.322	129.9469	1558.5892
12	2019-12-06 22:00:45.838	134.0426	1558.5912
13	2019-12-06 22:00:46.353	134.0426	1558.5904
14	2019-12-06 22:00:46.867	134.0426	1558.6757
15	2019-12-06 22:00:47.387	134.0426	1558.6788
16	2019-12-06 22:00:47.899	139.9693	1558.6745
17	2019-12-06 22:00:48.417	139.9693	1558.68
18	2019-12-06 22:00:48.931	139.9693	1558.6806
19	2019-12-06 22:00:49.447	139.9693	1558.7941
20	2019-12-06 22:00:49.962	141.1258	1558.7886
21	2019-12-06 22:00:50.479	141.1258	1558.8089
22	2019-12-06 22:00:50.994	141.1258	1558.8076
23	2019-12-06 22:00:51.510	141.1258	1558.9208
24	2019-12-06 22:00:52.024	149.9436	1558.9246
25	2019-12-06 22:00:52.542	149.9436	1558.9173
26	2019-12-06 22:00:53.057	149.9436	1558.922
27	2019-12-06 22:00:53.573	149.9436	1559.0423
28	2019-12-06 22:00:54.087	149.9436	1559.044
29	2019-12-06 22:00:54.604	154.9548	1559.0495
30	2019-12-06 22:00:55.119	154.9548	1559.0563
31	2019-12-06 22:00:55.635	154.9548	1559.1803
32	2019-12-06 22:00:56.149	154.9548	1559.1794
33	2019-12-06 22:00:56.666	159.9178	1559.1767
34	2019-12-06 22:00:57.181	159.9178	1559.1793
35	2019-12-06 22:00:57.697	159.9178	1559.3043
36	2019-12-06 22:00:58.212	159.9178	1559.3117
37	2019-12-06 22:00:58.728	163.5317	1559.3081
38	2019-12-06 22:00:59.244	163.5317	1559.3128
39	2019-12-06 22:00:59.761	163.5317	1559.3272
40	2019-12-06 22:01:00.275	163.5317	1559.2653
41	2019-12-06 22:01:00.793	169.9402	1559.377
42	2019-12-06 22:01:01.308	169.9402	1559.3271
43	2019-12-06 22:01:01.824	169.9402	1558.9621
44	2019-12-06 22:01:02.338	169.9402	1559.0504
45	2019-12-06 22:01:02.853	174.9514	1558.6121
46	2019-12-06 22:01:03.370	174.9514	1559.2442
47	2019-12-06 22:01:03.883	174.9514	1559.6348
48	2019-12-06 22:01:04.401	174.9514	1558.4362
49	2019-12-06 22:01:04.916	178.6617	1558.5876
50	2019-12-06 22:01:05.432	178.6617	1558.5867
51	2019-12-06 22:01:05.949	178.6617	1558.6368
52	2019-12-06 22:01:06.463	178.6617	1558.6352
53	2019-12-06 22:01:06.979	184.9257	1558.6386
54	2019-12-06 22:01:07.493	184.9257	1558.6379
55	2019-12-06 22:01:08.012	184.9257	1558.6371
56	2019-12-06 22:01:08.524	184.9257	1558.691
57	2019-12-06 22:01:09.044	189.8887	1558.6878
58	2019-12-06 22:01:09.557	189.8887	1558.6876
59	2019-12-06 22:01:10.075	189.8887	1558.6888
60	2019-12-06 22:01:10.588	189.8887	1558.747
61	2019-12-06 22:01:11.106	194.9481	1558.7452
62	2019-12-06 22:01:11.623	194.9481	1558.7456
63	2019-12-06 22:01:12.135	194.9481	1558.7433
64	2019-12-06 22:01:12.651	194.9481	1558.804
65	2019-12-06 22:01:13.166	194.9481	1558.8053
66	2019-12-06 22:01:13.681	195.43	1558.8072
67	2019-12-06 22:01:14.198	195.43	1558.8057
68	2019-12-06 22:01:14.713	195.43	1558.8664
69	2019-12-06 22:01:15.229	195.43	1558.8624
70	2019-12-06 22:01:15.745	204.9223	1558.8643
71	2019-12-06 22:01:16.260	204.9223	1558.8602
72	2019-12-06 22:01:16.775	204.9223	1558.9158
73	2019-12-06 22:01:17.290	204.9223	1558.9135
74	2019-12-06 22:01:17.807	209.9335	1558.9151
75	2019-12-06 22:01:18.322	209.9335	1558.9189
76	2019-12-06 22:01:18.837	209.9335	1558.9797
77	2019-12-06 22:01:19.352	209.9335	1558.9755
78	2019-12-06 22:01:19.870	214.8966	1558.9784
79	2019-12-06 22:01:20.387	214.8966	1558.976
80	2019-12-06 22:01:20.901	214.8966	1559.0369
81	2019-12-06 22:01:21.414	214.8966	1559.0418
82	2019-12-06 22:01:21.931	214.9448	1559.0447
83	2019-12-06 22:01:22.447	214.9448	1559.0453
84	2019-12-06 22:01:22.963	214.9448	1559.1096
85	2019-12-06 22:01:23.479	214.9448	1559.1067
86	2019-12-06 22:01:23.995	224.919	1559.1079
87	2019-12-06 22:01:24.509	224.919	1559.1082
88	2019-12-06 22:01:25.025	224.919	1559.1669
89	2019-12-06 22:01:25.543	224.919	1559.1671
90	2019-12-06 22:01:26.056	229.9302	1559.1648
91	2019-12-06 22:01:26.572	229.9302	1559.1673
92	2019-12-06 22:01:27.086	229.9302	1559.165
93	2019-12-06 22:01:27.604	229.9302	1559.2321
94	2019-12-06 22:01:28.119	234.9414	1559.2266
95	2019-12-06 22:01:28.636	234.9414	1559.2302
96	2019-12-06 22:01:29.151	234.9414	1559.2255
97	2019-12-06 22:01:29.667	234.9414	1559.2904
98	2019-12-06 22:01:30.181	239.9044	1559.2952
99	2019-12-06 22:01:30.698	239.9044	1559.2961
100	2019-12-06 22:01:31.216	239.9044	1559.3014
101	2019-12-06 22:01:31.730	239.9044	1559.3646
102	2019-12-06 22:01:32.244	239.9044	1559.3659
103	2019-12-06 22:01:32.760	244.9157	1559.3666
104	2019-12-06 22:01:33.277	244.9157	1559.3633
